,Person,Fclassif,Chi2,inform_gain,inform_gain_rto,IV,absWOE,AUC,KS,MIC
ovd_gt0_repay_amt_rf_due_rto_p36d,0.11402580419250412,882.628060907335,910.7072420736797,0.0065953291030048655,0.02136220493399458,0.14285899077612485,2.662509424979551,0.551,0.10164608962121507,0.006595329103008819
ely_gt3_repay_cnt_rf_due_p66d,-0.05789099178251948,229.22083260552395,274.45332378983016,0.0030843593804559255,0.001793132345451645,0.08072527130431625,1.8226360292742214,0.5675,0.12980154373780262,0.003084359380456272
morn_ord_succ_amt_max_freq_p7d,-0.044456360659046845,39.02739309500648,44.978268482737235,0.002015622068959222,0.0016034526421244344,0.059088749987909465,1.142561058381888,0.5369,0.06617864139214547,0.0020156220689587214
ovd_gt0_repay_amt_rf_due_max_p96d,0.0858514983150736,506.2803210168057,779.3705419389811,0.00593125442928033,0.014042887784025609,0.1324232037359232,1.9491806091800488,0.5547,0.11038417551470743,0.005931254429280477
normal_repay_rto_rf_repay_p36d,-0.11493973231903358,896.8094393125299,929.379065365554,0.006664881931978339,0.0223979214035125,0.14415204576609372,2.7266670735625738,0.5504,0.10056825179696227,0.006664881931978566
ely_gt14_repay_amt_rf_repay_std_p186d,-0.04571536773047828,44.85092174786284,70.98517694075503,0.0023765771145766446,0.0007263474175725676,0.12448942543289251,3.0796213537960417,0.5808,0.1539474700816662,0.0023765771145775566
ely_gt0_repay_amt_rf_due_max_p96d,-0.08992590424138568,555.8765776792736,589.7821074413459,0.007032268680716713,0.00279205177524431,0.19474139638378538,2.9813076562570395,0.6061,0.16420963372282638,0.007032268680716693
ely_gt30_repay_oid_rto_rf_repay_p66d,-0.07833592200113658,423.4592881572921,420.87299620735746,0.005629933291165012,0.008370667895786532,0.16712364297647958,1.3158808049449986,0.5635,0.12700515301115367,0.005629933291162878
ely_gt3_repay_amt_rf_repay_mean_p36d,-0.06562173464117725,289.70344534085154,301.9464043930384,0.003665524155391231,0.0027015856771055113,0.09889149470717336,1.8206475949838006,0.5664,0.12663962511777704,0.0036655241553920437
ovd_repay_amt_sum_rto_p6repayment,0.11381684867649428,794.2820740294491,793.4029149663552,0.00650802743886586,0.01520269489828554,0.13306135645508427,3.1293620841378718,0.5518,0.10213090554929366,0.006508027438863881
ely_gt3_repay_amt_rf_repay_std_p7d,-0.0728571821698387,51.4011296301432,79.48381196190235,0.006557999319851043,0.0019754876455464537,0.2989108416846303,4.687142047551391,0.6129,0.18739568464855638,0.006557999319852901
ely_gt14_repay_amt_rf_repay_max_p66d,-0.07291065110825753,366.5331703052254,380.63108947775936,0.0049457431643574745,0.005375037421820846,0.14380170900777067,2.0647956249367034,0.5636,0.12513966891362827,0.00494574316435593
ord_succ_amt_sum_p7d,-0.0935781610251567,174.10505343442867,194.94256939450273,0.00777515206523216,0.002515346797358777,0.22083392111111455,3.687657796223275,0.616,0.15632070815312826,0.007775152065230384
ely_gt14_repay_amt_rf_repay_mean_p7d,-0.06464796762648249,104.59514362783358,104.16636161726913,0.004234393741396836,0.009167145046168413,0.13852407071142644,1.6908909224074793,0.541,0.08192371777252005,0.004234393741396462
ord_succ_amt_last_p7d,-0.08138833896985638,131.4175261877148,136.09659994338804,0.005440156107542116,0.0019464011884962559,0.1528825104827684,2.9663094710568214,0.5991,0.14174813485777926,0.0054401561075402075
normal_days_rf_repay_min_p7d,-0.08803030129820964,194.63720935220175,201.40687209942604,0.007237585625575305,0.0035457114272953306,0.22012538935402529,2.9930146023023347,0.5967,0.1592285858794832,0.007237585625575045
ovd_gt0_repay_rto_rf_due_p7d,0.1479346623850215,450.9991438791809,443.49544993876975,0.010349687583186662,0.027982812651364635,0.21991864069531228,2.7428570426473717,0.571,0.1410534683161211,0.010349687583186112
ovd_days_rf_due_sum_p66d,0.1142843389979134,902.1053788161461,890.4216481729254,0.00649234459678355,0.016203825886445093,0.1434600427742441,2.297226527318914,0.5562,0.11100457931029653,0.006492344596784862
ord_amt_last_p36d,-0.048407926610871066,123.07641861082416,205.84869058423095,0.003011540955556169,0.0010137547320338807,0.07664136557463354,2.3244173385812523,0.556,0.09466465428828996,0.003011540955556386
ely_gt0_repay_amt_rf_repay_sum_p96d,-0.09941851182185718,688.038321520717,720.4192160923311,0.008530147579297431,0.002996814677294204,0.2408504609788263,3.3952993690324895,0.6202,0.1791353082880328,0.008530147579298611
ovd_gt0_repay_amt_rf_due_rto_p66d,0.11135296703978656,851.3403417987519,857.5760964012165,0.006281925592511284,0.018084595674626336,0.1379538397993518,2.5043563151845447,0.5524,0.1042573373744406,0.006281925592513187
ovd_gt0_repay_amt_rf_repay_max_p96d,0.08499716682037411,501.5590016625013,772.7993587628895,0.005823938767773984,0.013879499795933324,0.12987619969418343,1.9392720264747267,0.5539,0.10879739245396575,0.0058239387677747724
ovd_gt0_repay_rto_rf_due_p186d,0.11304991557009965,882.7048423924386,887.2382717987988,0.0064298283573538395,0.012945688214901396,0.14190030744910123,2.7083643864953455,0.5566,0.11057304062698167,0.006429828357353977
ely_gt3_repay_amt_rf_due_sum_p36d,-0.07504690231378698,385.70844937501425,383.7124081542013,0.0049965866193484865,0.0036827145556299493,0.14646369505408363,2.13801546957697,0.5717,0.13034687250809252,0.004996586619348874
ely_gt0_repay_amt_rf_repay_mean_p36d,-0.06974147023206143,327.4038251986875,396.71433404400216,0.0043137415706011595,0.0017105096846558678,0.10949230922999738,2.147715537836129,0.5871,0.15338235171947673,0.004313741570601632
ely_gt1_repay_amt_rf_repay_max_p96d,-0.09084453209451884,573.5360795001359,590.4886269535609,0.00707464779005762,0.0028062871725318393,0.1978342405607975,2.95124578462361,0.6061,0.16553065357580943,0.007074647790058715
ely_gt30_repay_amt_rf_repay_sum_p186d,-0.057805479992247145,231.7369925277131,230.96933245127667,0.0032084735493561056,0.0070100611788364965,0.09886438891094541,1.3589831668580978,0.5364,0.07274879580702609,0.0032084735493558814
ovd_gt0_repay_amt_rf_due_min_p186d,0.08871761253867991,540.9290578238841,727.4978490190119,0.005626289881624169,0.012726678938147263,0.12633755126639723,2.2397437283296364,0.5548,0.11068207829170643,0.005626289881624249
ely_gt30_repay_oid_rto_rf_repay_p96d,-0.07949352106331424,438.3093658133884,435.55223099029104,0.005715013038600447,0.008150617745754388,0.16818916785013494,1.266939915089065,0.5664,0.13275228434042308,0.005715013038601447
normal_days_rf_repay_median_p96d,-0.0850601345889709,502.30782670105435,542.6894628655248,0.006537788835228431,0.0028208926241979097,0.1820686691558635,3.153910980649078,0.5965,0.15664014919891256,0.006537788835228469
ely_gt0_repay_cnt_rf_repay_p66d,-0.07651482937050944,403.88503703680004,439.1368896417514,0.005394920236968137,0.002260474781360202,0.15412725283344733,2.373482769506353,0.5893,0.14219616035027727,0.005394920236967284
ely_gt14_repay_amt_rf_due_median_p66d,-0.050579893535930974,174.84068262707754,174.398499878787,0.0023157231635286823,0.004938063095603283,0.06757752124702393,1.0452555178745406,0.5323,0.06465167616090506,0.002315723163529046
ely_gt3_repay_cnt_rf_repay_p186d,-0.08059576176532701,451.9166861609531,499.8468019583444,0.0057953384347674275,0.0027311721376971207,0.15870267142675437,2.511337034440232,0.5945,0.16508989725376155,0.0057953384347671395
ely_gt3_repay_amt_rf_repay_rto_p66d,-0.07492394292889566,387.15382325027764,385.47788957687817,0.004386018582560158,0.0033856839382411315,0.11586672900411406,0.9605986443132009,0.5799,0.15034287128313228,0.004386018582560714
ely_gt1_repay_amt_rf_repay_mean_p66d,-0.06438647402466872,285.50250619343456,311.42946341853025,0.0034508807157068166,0.001596929738281379,0.08990900673519053,1.8654877373821255,0.5763,0.13454387526320605,0.0034508807157046686
normal_repay_amt_rf_due_max_p36d,-0.07282024639432641,363.03970209475415,494.9267489406203,0.005848149671681679,0.0017604687909415666,0.1612955093609803,3.3599597268156516,0.5891,0.1463122580975813,0.00584814967168218
ord_succ_amt_rto_p7d,-0.10370720743794792,214.26767193246732,244.2545125110503,0.006214748473154286,0.014440567402898173,0.14028616787794387,1.6842542386617945,0.5507,0.105129718267753,0.006214748473153402
ely_gt14_repay_rto_rf_repay_p186d,-0.08734165955603429,531.3398074664975,550.8897925831654,0.00697615501094162,0.005146146527396588,0.20457151015069294,2.8102702206492394,0.5885,0.16859881410838606,0.006976155010940885
ovd_gt1_repay_amt_rf_repay_mean_p7d,0.14601304286403555,542.9069442691766,531.3749117002045,0.00826249844349669,0.06205789557149467,0.1729236130824497,2.0579481518178344,0.542,0.08402719618067256,0.008262498443496342
ely_gt3_repay_amt_rf_due_max_p96d,-0.08258953170794109,468.27930806256944,471.1449378358908,0.005858892710533692,0.0033122190599458767,0.1659908285346502,2.511699861272318,0.5879,0.15239562893944147,0.005858892710533472
ely_gt14_repay_oid_cnt_rf_repay_p36d,-0.06840161610821999,314.8861130310625,332.22017066589933,0.004614439052718855,0.006097420658321953,0.13791431465299658,2.394340774868094,0.5534,0.10604125740104542,0.004614439052720601
ely_gt0_repay_amt_rf_due_std_p96d,-0.04404423282213294,93.16180470547705,186.1066891273996,0.0031110589166760128,0.0009965344327363388,0.10509688590546823,2.697292953724484,0.5578,0.12410567728188537,0.0031110589166758328
ord_succ_amt_mean_p1d,-0.08476060272078781,49.11309593414974,58.72662257429092,0.006287172269922758,0.002141260347912274,0.1718212446190177,3.8593903617819967,0.6077,0.16377174929840976,0.006287172269923963
ely_gt30_repay_cnt_rf_repay_p96d,-0.07066257674988148,345.8733211532967,357.90279499228575,0.004621734059905125,0.005123661034390434,0.1345041118171823,2.0048091746413736,0.5609,0.11975396432124041,0.004621734059906485
ely_gt1_repay_amt_rf_repay_max_p66d,-0.08886551951490591,545.9166235083478,561.0028529942431,0.006961676831013175,0.003221585971131193,0.19868618455738735,2.7284695355022253,0.5997,0.15800145458500753,0.006961676831011306
ord_succ_amt_median_p36d,-0.05468690227666048,157.17751492645036,234.19238987426857,0.0034499118954960384,0.0010605672662017886,0.08796420103393625,2.6390152215794,0.5649,0.10654284871156905,0.003449911895495596
ely_gt1_repay_amt_rf_repay_std_p186d,-0.06883318664384382,208.83638505113274,242.76836812782324,0.004412598921055055,0.0014134210782296912,0.15128474100947606,3.391316620547609,0.593,0.16344861954888423,0.00441259892105801
repay_amt_in_table_rf_due_median_p36d,-0.019286804278343627,25.340948158208366,234.8912847006195,0.002789351997776579,0.0008396787019214657,0.07556329099420968,2.385447243731723,0.5236,0.07601956744471094,0.0027893519977775297
ovd_repay_amt_sum_rto_p15repayment,0.11587115527087394,939.1595597035235,930.3298623531241,0.00655035878654181,0.014637540287906719,0.14384141820514026,3.1369016151733966,0.5552,0.1083753639935431,0.006550358786542739
ely_gt14_repay_amt_rf_due_mean_p186d,-0.0717309864430489,352.6491248402834,369.822427925902,0.004796352862756537,0.0052093400685494055,0.13897534775205492,2.0272219200099353,0.5631,0.12439879237047335,0.004796352862756524
ord_succ_amt_sum_p1d,-0.08566597766237707,50.17570601279536,56.22020008398145,0.005816021274306971,0.0019918750537499252,0.15571756725015862,3.30780495738497,0.6066,0.16770938571874022,0.005816021274307552
ely_gt3_repay_amt_rf_due_rto_p66d,-0.07168222722075472,350.2202251349169,348.4474969120292,0.004004903467617171,0.0030914312405863607,0.10566184594107422,0.8882732448826395,0.5763,0.1425626439578387,0.004004903467619743
repay_amt_in_table_rf_repay_sum_p186d,-0.08828119585093351,542.9228335235538,641.1375121861893,0.007670479741814229,0.0023090445102832945,0.21850433415811096,4.226055546243022,0.6081,0.1800827121063725,0.00767047974181291
ely_gt1_repay_amt_rf_due_max_p66d,-0.08196530844201395,461.0647363052334,468.92346204242017,0.005793098137762298,0.002682150816172363,0.16373849100777413,2.524933964673407,0.5915,0.148939753305819,0.005793098137762203
ovd_gt0_repay_amt_rf_due_sum_p7d,0.13001751659949762,346.6042988318192,439.13744221860236,0.010308413162766594,0.02781768721372515,0.21929314748054446,2.9212724007636974,0.5703,0.14137015785481,0.010308413162766377
ely_gt1_repay_amt_rf_repay_rto_p186d,-0.07642275450285378,406.0626167854538,416.16284259334725,0.004463567126342938,0.002181154191600411,0.11522023119248934,1.3096101861601785,0.589,0.15168752078489867,0.0044635671263432136
ely_gt30_repay_oid_cnt_rf_repay_p36d,-0.06818912030508592,312.92358233330214,328.11381976429226,0.004570832707407879,0.006077457877603089,0.1370747445874403,2.3934755859901777,0.5529,0.10483420087870077,0.004570832707409663
normal_repay_amt_rf_repay_sum_p96d,-0.09954468926619846,689.8033737014983,719.6735222679131,0.008526377213515846,0.002566702347264359,0.24028177992373748,4.58697345886966,0.6217,0.1965575037513495,0.008526377213516553
ely_gt0_repay_amt_rf_repay_std_p66d,-0.05870832689665649,164.50775016993396,209.70649162004685,0.0036578179435631797,0.0011716601730702584,0.12461936821148759,2.9014304933296367,0.5781,0.1362457960138337,0.003657817943564302
normal_repay_cnt_rf_repay_p7d,-0.07819782768836968,153.33316114580205,197.36854830799126,0.005949366468863626,0.00193747004164144,0.1606138311509614,2.466766304497819,0.5984,0.1342056850355952,0.005949366468863134
repay_amt_in_table_rf_due_max_p96d,-0.06598221233563686,298.14746186778444,507.9984647052213,0.0060500346005723515,0.0018212435419586522,0.1672743299684995,3.6728288664422584,0.5808,0.16124472992193872,0.006050034600571828
ely_gt30_repay_rto_rf_repay_p186d,-0.08409923280081648,492.3459133613678,534.8119251637552,0.006558251447581431,0.004834235125952722,0.1858852510461255,2.690223193315404,0.5873,0.16924583488126632,0.006558251447580872
ely_gt0_repay_cnt_rf_due_p186d,-0.06156315146294255,259.40577753140366,317.6677504228123,0.003386079897959471,0.0013547351609809123,0.08628940546971554,1.9258704239015008,0.5773,0.13561682848650636,0.0033860798979597163
ely_gt0_repay_amt_rf_due_max_p186d,-0.09390242593917784,606.581158563201,665.8334995518339,0.007624140387351264,0.002678627328884857,0.2065517252242521,3.0118703160588365,0.6148,0.16580240822547365,0.007624140387351887
normal_days_rf_due_sum_p96d,-0.08291305596111924,471.9806779893462,505.84911418932757,0.005688857402646352,0.0020385937917611146,0.15196554365052575,2.4407986161538333,0.6017,0.15002050926431787,0.005688857402646305
ely_gt3_repay_amt_rf_repay_mean_p96d,-0.06360074038309499,279.9295994562281,308.2639485736065,0.003495272889629142,0.001973712268515768,0.09265277732901417,1.8444750091826674,0.5713,0.13209269670801116,0.003495272889630042
ovd_gt0_repay_cnt_rf_due_p96d,0.10406076030273019,746.4228606780807,746.1741401238107,0.0057496230988609565,0.013199094704612994,0.12886288494175677,2.169140817652931,0.5558,0.11051898788931272,0.0057496230988621925
normal_days_rf_repay_max_p66d,-0.08928789708961929,551.1602406199285,582.2036819541173,0.00705324512935096,0.0028474582439553145,0.19694162224343312,3.2693365504744585,0.603,0.16667658530485763,0.007053245129348519
normal_repay_cnt_rf_repay_p96d,-0.07741320507971318,415.5322556938875,465.2358230738506,0.0052458360110175795,0.0015988909028169798,0.14214739332394333,3.0537312786064805,0.5946,0.13412185009894106,0.005245836011018266
ely_gt0_repay_oid_rto_rf_due_p36d,-0.07756909727497951,412.2296608402987,409.76132338974526,0.004237380554660719,0.00436405635397432,0.10606772747675744,0.6553587977330788,0.5809,0.1618468049008442,0.004237380554662003
ely_gt0_repay_rto_rf_repay_p96d,-0.08355231128344294,484.53320645321145,485.4617262733076,0.004956241427372554,0.00296033284738749,0.12436491780134597,0.9149723517758847,0.5942,0.16229185354143272,0.004956241427373511
ely_gt1_repay_amt_rf_due_median_p66d,-0.06607940060996656,298.955718250664,301.615985004694,0.0035496226853728996,0.001642623657693532,0.09633283842856279,1.8750036261290886,0.5742,0.12413960458524576,0.0035496226853733957
ely_gt30_repay_oid_rto_rf_due_p66d,-0.05408040427516166,199.95214993635204,199.3732012379011,0.002834089145091978,0.006831704091380943,0.08788071934898165,1.3776223086852957,0.5319,0.06379159134904588,0.0028340891450916762
normal_repay_amt_rf_due_std_p66d,-0.04644064199350949,145.62181195574559,252.92748698392495,0.003190968160196206,0.0010221187688880156,0.09206432270412343,2.2314911237516046,0.5563,0.10208768379133226,0.0031909681601954582
ely_gt0_repay_amt_rf_due_max_p36d,-0.07968582529927307,435.18044667491455,457.93297258807695,0.0056180624061883955,0.0026014277382770496,0.15768685260886112,2.3591913075263533,0.5901,0.14424456593150686,0.005618062406188336
ely_gt1_repay_rto_p15repayment,-0.08011896863656981,446.5640307920922,452.809457734866,0.004848362923142446,0.0028194620068411,0.1251821313039689,0.845361283657769,0.5927,0.15610133074028937,0.004848362923142029
ely_gt1_repay_rto_rf_repay_p186d,-0.07718655563308227,414.2687891206879,431.6649329958692,0.0046207056398398505,0.002268585733466517,0.11920489729203462,1.2844904627559008,0.5903,0.15255777098867807,0.0046207056398403145
ovd_days_rf_repay_mean_p66d,0.11373079508784621,898.7248320151083,887.284544197545,0.006401478384573667,0.01623972307758588,0.14079887581538594,2.4385994564811795,0.5553,0.10940603405369392,0.0064014783845709276
ely_gt30_repay_rto_rf_due_p186d,-0.055996935183779184,214.4772826363148,213.8110268108005,0.0029426139975087806,0.0062753467508380985,0.0886653052003402,1.2388180202990902,0.5358,0.07157250197162424,0.0029426139975090733
